ncalls,tottime,percall (ms),cumtime (s),percall (ms),filename:lineno(function)
1,0.0005256,0.0005256,0.003413,0.003413,mapping.py:592(init_PySide6_QtWidgets)
1,3.06E-05,3.06E-05,0.003314,0.003314,__init__.py:116(show_main_window)
1,8.68E-05,8.68E-05,0.003294,0.003294,_npyio_impl.py:1(<module>)
1,0.003277,0.003277,0.003277,0.003277,~:0(<method 'finish' of 'PySide6.QtWidgets.QSplashScreen' objects>)
64,0.001641,2.57E-05,0.003277,5.12E-05,shape_base.py:220(vstack)
1,1.56E-05,1.56E-05,0.003026,0.003026,_abc.py:1(<module>)
4536,0.002342,5.16E-07,0.002972,6.55E-07,enum.py:47(_is_dunder)
597,0.001657,2.78E-06,0.002944,4.93E-06,typing.py:1813(__hash__)
15849,0.002932,1.85E-07,0.002932,1.85E-07,_parser.py:239(__next)
8,0.0003613,4.52E-05,0.002928,0.000366,stream_worker.py:124(set_state)
230,0.0006855,2.98E-06,0.002926,1.27E-05,overrides.py:83(verify_matching_signatures)
1,0.0001026,0.0001026,0.002917,0.002917,_common.py:1(<module>)
4218,0.0029,6.87E-07,0.0029,6.87E-07,~:0(<method 'width' of 'PySide6.QtGui.QPixmap' objects>)
27,0.002891,0.0001071,0.002891,0.0001071,~:0(<built-in method nt.listdir>)
11,0.0002206,2.01E-05,0.002836,0.0002578,database.py:34(ensure_tables)
1,3.93E-05,3.93E-05,0.002832,0.002832,shape_base.py:1(<module>)
619,0.0009486,1.53E-06,0.002793,4.51E-06,_local.py:498(__init__)
50,0.002765,5.53E-05,0.002787,5.57E-05,~:0(<built-in method builtins.eval>)
16,0.002717,0.0001698,0.002739,0.0001712,~:0(<built-in method nt.mkdir>)
2479,0.001029,4.15E-07,0.002724,1.10E-06,typing.py:1122(_is_unpacked_typevartuple)
4796,0.002171,4.53E-07,0.002716,5.66E-07,enum.py:58(_is_sunder)
267,0.0008554,3.20E-06,0.002711,1.02E-05,~:0(<method 'isOpened' of 'cv2.VideoCapture' objects>)
1,1.27E-05,1.27E-05,0.00269,0.00269,importhandler.py:1(<module>)
1,2.85E-05,2.85E-05,0.002669,0.002669,add_camera.py:29(validate_ip_address)
311,0.0005708,1.84E-06,0.002667,8.57E-06,function_base.py:487(add_newdoc)
2214,0.002647,1.20E-06,0.002647,1.20E-06,~:0(<method '__exit__' of 'PySide6.QtCore.QMutexLocker' objects>)
1,3.30E-05,3.30E-05,0.002616,0.002616,reduction.py:1(<module>)
1718,0.00137,7.97E-07,0.00261,1.52E-06,typing.py:1368(__setattr__)
6,0.0004734,7.89E-05,0.002597,0.0004328,enum.py:894(_convert_)
808,0.001844,2.28E-06,0.002576,3.19E-06,enum.py:983(_find_data_type_)
5069,0.002574,5.08E-07,0.002574,5.08E-07,enum.py:1333(value)
2504,0.002396,9.57E-07,0.002566,1.03E-06,enum.py:1152(__new__)
1,0.002522,0.002522,0.002522,0.002522,~:0(<method 'connect_ex' of '_socket.socket' objects>)
1,0.0001182,0.0001182,0.00252,0.00252,_add_newdocs.py:1(<module>)
1,3.90E-05,3.90E-05,0.002485,0.002485,platform.py:1(<module>)
1,3.50E-05,3.50E-05,0.00248,0.00248,__init__.py:1(<module>)
56/15,0.0001737,1.16E-05,0.002437,0.0001625,typing.py:1483(_determine_new_args)
9725,0.002399,2.47E-07,0.002399,2.47E-07,~:0(<method 'get' of 'dict' objects>)
314,0.002379,7.58E-06,0.002379,7.58E-06,~:0(<built-in method numpy.zeros>)
313,0.0005692,1.82E-06,0.002368,7.57E-06,~:0(<__lazy_import__>)
56/15,0.0002657,1.77E-05,0.002343,0.0001562,typing.py:1512(_make_substitution)
1,0.0002241,0.0002241,0.002316,0.002316,log.py:49(setup_file_logging)
41,0.001885,4.60E-05,0.002301,5.61E-05,~:0(<built-in method nt._path_exists>)
11866,0.002284,1.92E-07,0.002284,1.92E-07,~:0(<method 'startswith' of 'str' objects>)
5695,0.002275,3.99E-07,0.002275,3.99E-07,~:0(<built-in method sys.intern>)
60,0.000148,2.47E-06,0.002273,3.79E-05,~:0(<__feature_import__>)
9541,0.002269,2.38E-07,0.002269,2.38E-07,~:0(<built-in method builtins.issubclass>)
1,9.50E-06,9.50E-06,0.002229,0.002229,scimath.py:1(<module>)
334,0.001124,3.37E-06,0.002222,6.65E-06,functools.py:36(update_wrapper)
1,0.0004214,0.0004214,0.002217,0.002217,main_window.py:330(__init__)
1295/55,0.00165,3.00E-05,0.002201,4.00E-05,_parser.py:177(getwidth)
174,0.0001542,8.86E-07,0.002178,1.25E-05,<frozen importlib._bootstrap_external>:1233(path_stats)
2,2.46E-05,1.23E-05,0.002163,0.001082,roi_selector.py:274(_apply_aspect_ratio_padding)
64,0.0001704,2.66E-06,0.002147,3.36E-05,~:0(<method 'min' of 'numpy.ndarray' objects>)
2,0.002139,0.001069,0.002139,0.001069,~:0(<copyMakeBorder>)
1,1.96E-05,1.96E-05,0.002136,0.002136,glob.py:1(<module>)
191,0.0003862,2.02E-06,0.002105,1.10E-05,<frozen importlib._bootstrap_external>:1619(_get_spec)
30,2.06E-05,6.87E-07,0.002103,7.01E-05,_parser.py:97(closegroup)
569,0.0007078,1.24E-06,0.002079,3.65E-06,~:0(<built-in method fromkeys>)
14,0.00191,0.0001364,0.002077,0.0001483,~:0(<method 'readlines' of '_io._IOBase' objects>)
2762,0.001259,4.56E-07,0.002068,7.49E-07,typing.py:1294(_is_dunder)
59,0.0001146,1.94E-06,0.002048,3.47E-05,__init__.py:987(format)
128,0.002038,1.59E-05,0.002038,1.59E-05,~:0(<method 'reduce' of 'numpy.ufunc' objects>)
102,0.0002713,2.66E-06,0.002028,1.99E-05,typing.py:379(_remove_dups_flatten)
14,0.0002325,1.66E-05,0.002025,0.0001446,tokenize.py:451(open)
2,3.28E-05,1.64E-05,0.002007,0.001003,coverage_logger.py:121(_get_camera_dir)
387,0.0009847,2.54E-06,0.001951,5.04E-06,typing.py:173(_type_check)
1,0.001941,0.001941,0.001941,0.001941,~:0(<resize>)
59,0.0002405,4.08E-06,0.001933,3.28E-05,__init__.py:698(format)
1039,0.0002646,2.55E-07,0.001927,1.85E-06,__init__.py:42(<lambda>)
58,0.0004249,7.33E-06,0.001893,3.26E-05,__init__.py:1591(findCaller)
460,0.0004956,1.08E-06,0.001891,4.11E-06,_inspect.py:96(getargspec)
1,2.63E-05,2.63E-05,0.001891,0.001891,decoder.py:1(<module>)
18,0.001339,7.44E-05,0.001886,0.0001048,~:0(<built-in method _io.open>)
3,0.000151,5.03E-05,0.001886,0.0006285,main_window.py:427(load_cameras)
1,2.65E-05,2.65E-05,0.001886,0.001886,_local.py:1(<module>)
468,0.0002712,5.80E-07,0.001853,3.96E-06,<frozen importlib._bootstrap_external>:1500(_path_importer_cache)
1299,0.001844,1.42E-06,0.001844,1.42E-06,~:0(<built-in method time.time>)
619,0.001109,1.79E-06,0.001844,2.98E-06,_local.py:117(__init__)
536,0.001168,2.18E-06,0.001842,3.44E-06,<frozen importlib._bootstrap>:372(release)
1,6.42E-05,6.42E-05,0.001833,0.001833,dbapi2.py:1(<module>)
2,1.15E-05,5.75E-06,0.001827,0.0009134,database.py:110(update_roi_points)
9953,0.001826,1.83E-07,0.001826,1.83E-07,~:0(<method 'endswith' of 'str' objects>)
1,0.0001185,0.0001185,0.001821,0.001821,fromnumeric.py:1(<module>)
1,3.43E-05,3.43E-05,0.001809,0.001809,camera_detail.py:514(update_contour_preset)
152,8.61E-05,5.66E-07,0.001791,1.18E-05,typing.py:351(_deduplicate)
1,2.47E-05,2.47E-05,0.001776,0.001776,tempfile.py:1(<module>)
67,0.001768,2.64E-05,0.001774,2.65E-05,~:0(<method 'connect' of 'PySide6.QtCore.SignalInstance' objects>)
250,0.0002771,1.11E-06,0.001759,7.04E-06,typing.py:1307(__init__)
4183,0.001171,2.80E-07,0.001755,4.20E-07,enum.py:69(_is_internal_class)
192,0.0006391,3.33E-06,0.001741,9.07E-06,<frozen importlib._bootstrap_external>:833(spec_from_file_location)
536,0.001144,2.14E-06,0.001732,3.23E-06,<frozen importlib._bootstrap>:426(_get_module_lock)
250,0.00103,4.12E-06,0.001719,6.87E-06,stream_worker.py:407(_update_processing_stats)
1,6.84E-05,6.84E-05,0.001676,0.001676,_scimath_impl.py:1(<module>)
354,0.0001396,3.94E-07,0.001661,4.69E-06,typing.py:789(<genexpr>)
916,0.001083,1.18E-06,0.00166,1.81E-06,_parser.py:371(_escape)
1827,0.001121,6.14E-07,0.001649,9.03E-07,~:0(<built-in method builtins.max>)
2976,0.001539,5.17E-07,0.001627,5.47E-07,~:0(<method 'join' of 'str' objects>)
17,3.12E-05,1.84E-06,0.001611,9.48E-05,<frozen importlib._bootstrap_external>:1326(exec_module)
1044,0.0007593,7.27E-07,0.001587,1.52E-06,typing.py:1358(__getattr__)
26,0.0001346,5.18E-06,0.001582,6.08E-05,<frozen importlib._bootstrap_external>:1487(_path_hooks)
64,0.0009967,1.56E-05,0.001579,2.47E-05,shape_base.py:80(atleast_2d)
660,0.001531,2.32E-06,0.001557,2.36E-06,~:0(<method 'update' of 'dict' objects>)
1,2.67E-05,2.67E-05,0.001556,0.001556,queue.py:1(<module>)
1,0.0001335,0.0001335,0.001546,0.001546,_function_base_impl.py:1(<module>)
4520,0.001543,3.42E-07,0.001543,3.42E-07,~:0(<method 'setdefault' of 'dict' objects>)
2,1.43E-05,7.15E-06,0.001527,0.0007637,__init__.py:99(load_first_config)
349,0.0005615,1.61E-06,0.001494,4.28E-06,<frozen importlib._bootstrap_external>:137(_path_split)
2,1.28E-05,6.40E-06,0.001465,0.0007325,load_config_py3.py:6(exec_file_wrapper)
1,8.92E-05,8.92E-05,0.001458,0.001458,pickle.py:1(<module>)
64,7.33E-05,1.15E-06,0.001458,2.28E-05,_methods.py:46(_amin)
6830,0.00144,2.11E-07,0.00144,2.11E-07,~:0(<method 'rstrip' of 'str' objects>)
272,0.001111,4.08E-06,0.00144,5.29E-06,enum.py:1010(_find_new_)
1,1.32E-05,1.32E-05,0.001435,0.001435,bz2.py:1(<module>)
2,0.001423,0.0007117,0.001427,0.0007136,~:0(<method 'addAxis' of 'PySide6.QtCharts.QChart' objects>)
1,2.02E-05,2.02E-05,0.001427,0.001427,_globals.py:1(<module>)
17,0.001391,8.18E-05,0.001391,8.18E-05,~:0(<built-in method _imp.exec_dynamic>)
21,0.0001505,7.17E-06,0.001389,6.61E-05,resources.py:13(resource_path)
14,0.001388,9.92E-05,0.001388,9.92E-05,~:0(<built-in method singleShot>)
1406,0.001386,9.85E-07,0.001386,9.85E-07,~:0(<method 'width' of 'PySide6.QtCore.QSize' objects>)
7398,0.00134,1.81E-07,0.00134,1.81E-07,typing.py:1803(<genexpr>)
6,0.0005068,8.45E-05,0.001339,0.0002233,enum.py:1749(convert_class)
5808,0.001017,1.75E-07,0.001293,2.23E-07,_parser.py:255(match)
175,0.0003111,1.78E-06,0.001291,7.38E-06,__init__.py:197(_is_internal_frame)
27,0.00129,4.78E-05,0.00129,4.78E-05,~:0(<method 'setEnabled' of 'PySide6.QtWidgets.QWidget' objects>)
1,5.50E-06,5.50E-06,0.001285,0.001285,database.py:64(update_camera)
1592/1570,0.0004632,2.95E-07,0.001276,8.13E-07,~:0(<built-in method nt.fspath>)
70,0.0002279,3.26E-06,0.001263,1.81E-05,inspect.py:959(getsourcefile)
2,2.21E-05,1.11E-05,0.001263,0.0006313,__init__.py:71(search_function)
274,0.001108,4.04E-06,0.001259,4.59E-06,_compiler.py:389(_mk_bitmap)
1,1.61E-05,1.61E-05,0.001259,0.001259,signature_bootstrap.py:150(prepare_zipfile)
8,0.0002913,3.64E-05,0.001257,0.0001571,typing.py:2998(__new__)
245,0.0001593,6.50E-07,0.00122,4.98E-06,<frozen importlib._bootstrap>:420(__exit__)
95,0.0002001,2.11E-06,0.001219,1.28E-05,typing.py:1773(__hash__)
15,1.04E-05,6.93E-07,0.001206,8.04E-05,typing.py:1762(copy_with)
272,0.001203,4.42E-06,0.001203,4.42E-06,enum.py:346(__init__)
4218,0.001202,2.85E-07,0.001202,2.85E-07,~:0(<method 'height' of 'PySide6.QtGui.QPixmap' objects>)
1,5.64E-05,5.64E-05,0.001179,0.001179,__init__.py:1(<module>)
1,3.68E-05,3.68E-05,0.001162,0.001162,process.py:1(<module>)
2864,0.0007724,2.70E-07,0.00114,3.98E-07,_parser.py:163(__len__)
218,0.0001425,6.54E-07,0.001133,5.20E-06,<frozen importlib._bootstrap_external>:190(_path_abspath)
1,2.99E-05,2.99E-05,0.001128,0.001128,traceback.py:1(<module>)
412,0.001102,2.68E-06,0.001102,2.68E-06,~:0(<function ROISelectorDialog.eventFilter at 0x000001E6254C5440>)
59,0.0001077,1.83E-06,0.001097,1.86E-05,__init__.py:630(formatTime)
1,3.61E-05,3.61E-05,0.001083,0.001083,selectors.py:1(<module>)
92,0.0006432,6.99E-06,0.001077,1.17E-05,<frozen ntpath>:222(split)
3,3.42E-05,1.14E-05,0.001066,0.0003554,__init__.py:1521(warning)
1,4.00E-05,4.00E-05,0.001057,0.001057,signature_bootstrap.py:1(<module>)
1,1.47E-05,1.47E-05,0.001051,0.001051,fnmatch.py:1(<module>)
1,1.60E-05,1.60E-05,0.001041,0.001041,__init__.py:1328(__init__)
2020,0.0006836,3.38E-07,0.001039,5.14E-07,_parser.py:175(append)
1,3.70E-06,3.70E-06,0.001015,0.001015,__init__.py:477(StrFormatStyle)
181,0.0003757,2.08E-06,0.001011,5.58E-06,<frozen ntpath>:50(normcase)
1,0.0001185,0.0001185,0.001009,0.001009,__init__.py:1444(_RealGetContents)
460,0.0007911,1.72E-06,0.000969,2.11E-06,_inspect.py:65(getargs)
5,4.18E-05,8.36E-06,0.0009522,0.0001904,<frozen ntpath>:702(realpath)
218,0.0004571,2.10E-06,0.0009495,4.36E-06,<frozen importlib._bootstrap_external>:177(_path_isabs)
8,4.09E-05,5.11E-06,0.0009416,0.0001177,typing.py:2979(_make_nmtuple)
13,0.0001922,1.48E-05,0.0009349,7.19E-05,~:0(<method 'start' of 'PySide6.QtCore.QThreadPool' objects>)
1746,0.0009319,5.34E-07,0.0009319,5.34E-07,~:0(<method 'reshape' of 'numpy.ndarray' objects>)
1,3.40E-05,3.40E-05,0.0009318,0.0009318,coverage_logger.py:126(_get_log_file_path)
1,1.80E-06,1.80E-06,0.0009307,0.0009307,<frozen importlib._bootstrap>:1171(exec_module)
1,3.63E-05,3.63E-05,0.000926,0.000926,random.py:1(<module>)
13,3.09E-05,2.38E-06,0.0009122,7.02E-05,__init__.py:990(read)
41,5.12E-05,1.25E-06,0.000912,2.22E-05,typing.py:1574(copy_with)
592,0.0005442,9.19E-07,0.0009099,1.54E-06,_local.py:277(_raw_path)
27,0.0001853,6.86E-06,0.0009052,3.35E-05,typing.py:1207(_generic_class_getitem)
493,0.0002865,5.81E-07,0.0008979,1.82E-06,_compiler.py:401(_simple)
1,1.28E-05,1.28E-05,0.0008961,0.0008961,string.py:1(<module>)
13,9.68E-05,7.45E-06,0.0008813,6.78E-05,__init__.py:1072(_read1)
1,5.39E-05,5.39E-05,0.0008771,0.0008771,_arraysetops_impl.py:1(<module>)
71,0.0006482,9.13E-06,0.0008762,1.23E-05,numeric.py:137(ones)
60,0.0001299,2.17E-06,0.0008634,1.44E-05,<frozen ntpath>:254(basename)
14,1.01E-05,7.21E-07,0.0008625,6.16E-05,typing.py:1449(__ror__)
1,4.74E-05,4.74E-05,0.0008459,0.0008459,_type_check_impl.py:1(<module>)
19,0.0004656,2.45E-05,0.0008447,4.45E-05,~:0(<method 'strftime' of 'datetime.date' objects>)
1,2.03E-05,2.03E-05,0.0008421,0.0008421,<frozen posixpath>:1(<module>)
433,0.0005179,1.20E-06,0.0008365,1.93E-06,_compiler.py:214(_compile_charset)
49,6.86E-05,1.40E-06,0.0008312,1.70E-05,~:0(<method 'decode' of 'bytes' objects>)
7,6.68E-05,9.54E-06,0.000811,0.0001159,coverage_logger.py:40(log_measurement)
1,0.0001384,0.0001384,0.00081,0.00081,getlimits.py:167(_register_known_types)
7,0.0008042,0.0001149,0.0008042,0.0001149,~:0(<method 'setVisible' of 'PySide6.QtWidgets.QWidget' objects>)
26,7.81E-05,3.00E-06,0.0008037,3.09E-05,<frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
174,0.0004192,2.41E-06,0.0008018,4.61E-06,<frozen importlib._bootstrap_external>:697(_classify_pyc)
1493,0.0007946,5.32E-07,0.0007946,5.32E-07,roi_selector.py:67(is_confirmed)
64,9.68E-05,1.51E-06,0.0007944,1.24E-05,~:0(<method 'max' of 'numpy.ndarray' objects>)
536,0.0005526,1.03E-06,0.0007919,1.48E-06,<frozen importlib._bootstrap>:74(__new__)
14,9.61E-05,6.86E-06,0.0007901,5.64E-05,tokenize.py:358(detect_encoding)
10,0.0007837,7.84E-05,0.0007837,7.84E-05,~:0(<built-in method nt._getfinalpathname>)
1,1.88E-05,1.88E-05,0.000774,0.000774,camera_detail.py:602(init_camera)
61,0.0001201,1.97E-06,0.0007676,1.26E-05,threading.py:1427(current_thread)
1,1.38E-05,1.38E-05,0.0007569,0.0007569,log.py:1(<module>)
1,9.70E-06,9.70E-06,0.0007545,0.0007545,string.py:69(__init_subclass__)
3115,0.0007408,2.38E-07,0.0007408,2.38E-07,~:0(<method 'add' of 'set' objects>)
25,4.59E-05,1.84E-06,0.0007384,2.95E-05,<frozen abc>:105(__new__)
1,1.91E-05,1.91E-05,0.0007379,0.0007379,lzma.py:1(<module>)
417,0.0003606,8.65E-07,0.0007345,1.76E-06,_parser.py:448(_uniq)
1406,0.0007342,5.22E-07,0.0007342,5.22E-07,~:0(<method 'height' of 'PySide6.QtCore.QSize' objects>)
1,1.27E-05,1.27E-05,0.0007241,0.0007241,__init__.py:1(<module>)
1,6.53E-05,6.53E-05,0.0007227,0.0007227,stream_worker.py:1(<module>)
1,4.18E-05,4.18E-05,0.0007189,0.0007189,subprocess.py:1(<module>)
1,1.45E-05,1.45E-05,0.0007106,0.0007106,printoptions.py:1(<module>)
1,1.62E-05,1.62E-05,0.0007098,0.0007098,__init__.py:1(<module>)
1,8.40E-06,8.40E-06,0.0007047,0.0007047,stride_tricks.py:1(<module>)
3,1.16E-05,3.87E-06,0.0007027,0.0002342,_local.py:664(resolve)
619,0.0004498,7.27E-07,0.0007023,1.14E-06,_local.py:505(__new__)
231,0.0003215,1.39E-06,0.0007015,3.04E-06,__init__.py:101(find_spec)
23,8.07E-05,3.51E-06,0.0007009,3.05E-05,typing.py:1634(__getitem__)
1,8.54E-05,8.54E-05,0.0006924,0.0006924,camera_detail.py:613(_init_camera_new)
64,3.64E-05,5.69E-07,0.0006898,1.08E-05,_methods.py:42(_amax)
1,1.42E-05,1.42E-05,0.0006889,0.0006889,scanner.py:1(<module>)
1,2.30E-05,2.30E-05,0.0006844,0.0006844,format.py:1(<module>)
4,2.74E-05,6.85E-06,0.0006671,0.0001668,camera_detail.py:237(set_connecting_message)
3,1.45E-05,4.83E-06,0.000667,0.0002223,camera_detail.py:758(handle_connection_change)
35,9.58E-05,2.74E-06,0.0006663,1.90E-05,__init__.py:50(modules_filter)
128,0.0002208,1.73E-06,0.0006605,5.16E-06,loader.py:59(feature_import)
896,0.0006486,7.24E-07,0.0006486,7.24E-07,~:0(<built-in method nt._path_splitroot_ex>)
522,0.0004259,8.16E-07,0.0006447,1.24E-06,<frozen importlib._bootstrap_external>:89(_unpack_uint32)
6,0.0001651,2.75E-05,0.0006436,0.0001073,getlimits.py:35(__init__)
26,0.000142,5.46E-06,0.0006434,2.48E-05,<frozen zipimport>:68(__init__)
1,1.73E-05,1.73E-05,0.0006408,0.0006408,__init__.py:1(<module>)
9,0.0006389,7.10E-05,0.0006389,7.10E-05,~:0(<method 'addRow' of 'PySide6.QtWidgets.QFormLayout' objects>)
12,0.000124,1.03E-05,0.0006353,5.29E-05,threading.py:1397(__init__)
1389,0.0004348,3.13E-07,0.0006343,4.57E-07,_parser.py:292(tell)
59,0.0006276,1.06E-05,0.0006276,1.06E-05,~:0(<built-in method time.localtime>)
231,0.0001238,5.36E-07,0.0006276,2.72E-06,<frozen importlib._bootstrap>:982(find_spec)
67,0.0006272,9.36E-06,0.0006272,9.36E-06,~:0(<method 'flush' of '_io.TextIOWrapper' objects>)
1,0.0002717,0.0002717,0.0006191,0.0006191,~:0(<method 'legend' of 'PySide6.QtCharts.QChart' objects>)
1142,0.0006132,5.37E-07,0.0006132,5.37E-07,~:0(<method 'replace' of 'str' objects>)
1,0.000118,0.000118,0.0006121,0.0006121,mapping.py:1(<module>)
1,9.20E-06,9.20E-06,0.0006032,0.0006032,array_utils.py:1(<module>)
1,6.73E-05,6.73E-05,0.0006021,0.0006021,_add_newdocs_scalars.py:1(<module>)
1,9.50E-06,9.50E-06,0.0006,0.0006,__init__.py:1(<module>)
3,0.0005942,0.0001981,0.0005942,0.0001981,~:0(<method 'waitForDone' of 'PySide6.QtCore.QThreadPool' objects>)
2,2.20E-05,1.10E-05,0.0005933,0.0002967,stream_worker.py:139(enter_roi_edit)
50,0.0005913,1.18E-05,0.0005913,1.18E-05,~:0(<built-in method nt._path_isdir>)
28,4.48E-05,1.60E-06,0.0005838,2.09E-05,typing.py:1658(copy_with)
338,0.0004774,1.41E-06,0.0005713,1.69E-06,~:0(<method 'format' of 'str' objects>)
174,0.0002437,1.40E-06,0.0005697,3.27E-06,<frozen importlib._bootstrap_external>:730(_validate_timestamp_pyc)
1,3.10E-06,3.10E-06,0.0005684,0.0005684,__init__.py:444(PercentStyle)
18,2.30E-05,1.28E-06,0.000566,3.14E-05,tokenize.py:382(read_or_stop)
536,0.0003932,7.34E-07,0.0005623,1.05E-06,<frozen importlib._bootstrap>:82(remove)
13,0.0005547,4.27E-05,0.0005547,4.27E-05,~:0(<method 'decompress' of 'zlib.Decompress' objects>)
313,0.0003243,1.04E-06,0.0005505,1.76E-06,_local.py:237(_format_parsed_parts)
250,0.0002857,1.14E-06,0.0005444,2.18E-06,<string>:1(<lambda>)
1513,0.0005319,3.52E-07,0.0005319,3.52E-07,~:0(<method 'rpartition' of 'str' objects>)
1,5.85E-05,5.85E-05,0.0005278,0.0005278,_polynomial_impl.py:1(<module>)
1047,0.0003462,3.31E-07,0.0005207,4.97E-07,<frozen importlib._bootstrap_external>:139(<genexpr>)
56,0.0005203,9.29E-06,0.0005203,9.29E-06,~:0(<method 'setSecsSinceEpoch' of 'PySide6.QtCore.QDateTime' objects>)
311,0.0001573,5.06E-07,0.0005203,1.67E-06,function_base.py:473(_add_docstring)
1,6.30E-06,6.30E-06,0.0005192,0.0005192,preview_scheduler.py:177(<lambda>)
18,0.0005179,2.88E-05,0.0005179,2.88E-05,~:0(<method 'readline' of '_io.BufferedReader' objects>)
1,4.30E-06,4.30E-06,0.0005129,0.0005129,preview_scheduler.py:196(_handle_snapshot)
2,4.15E-05,2.08E-05,0.0005102,0.0002551,tool.py:17(build_brace_pattern)
13,0.0001419,1.09E-05,0.0005087,3.91E-05,__init__.py:1606(open)
1,3.44E-05,3.44E-05,0.0005086,0.0005086,main_window.py:714(_on_snapshot_received)
3266,0.0004879,1.49E-07,0.0005077,1.56E-07,~:0(<built-in method builtins.min>)
3,1.83E-05,6.10E-06,0.0005066,0.0001689,warnings.py:131(filterwarnings)
3700,0.0005037,1.36E-07,0.0005037,1.36E-07,~:0(<built-in method builtins.ord>)
4225,0.0004936,1.17E-07,0.0004936,1.17E-07,enum.py:1213(__init__)
25,7.60E-05,3.04E-06,0.0004918,1.97E-05,dtypes.py:30(_add_dtype_helper)
536,0.0004903,9.15E-07,0.0004903,9.15E-07,<frozen importlib._bootstrap>:79(__init__)
317,0.0004852,1.53E-06,0.0004852,1.53E-06,~:0(<built-in method _imp.is_builtin>)
917,0.0004837,5.28E-07,0.0004837,5.28E-07,~:0(<method 'pop' of 'list' objects>)
11,0.0004735,4.31E-05,0.0004735,4.31E-05,~:0(<method 'close' of 'sqlite3.Connection' objects>)
1,4.25E-05,4.25E-05,0.0004723,0.0004723,encoder.py:1(<module>)
609,0.0004714,7.74E-07,0.0004714,7.74E-07,~:0(<method 'split' of 'str' objects>)
59,0.0002139,3.63E-06,0.0004661,7.90E-06,__init__.py:1130(flush)
1414,0.0004624,3.27E-07,0.0004624,3.27E-07,roi_window.py:236(update_from_selector)
25,0.0001291,5.16E-06,0.0004607,1.84E-05,_compiler.py:514(_compile_info)
1,4.15E-05,4.15E-05,0.0004595,0.0004595,threading.py:1(<module>)
243,0.0002856,1.18E-06,0.0004556,1.88E-06,<frozen importlib._bootstrap>:445(cb)
576,0.0004546,7.89E-07,0.0004546,7.89E-07,~:0(<method 'x' of 'PySide6.QtCore.QPoint' objects>)
266,0.0004522,1.70E-06,0.0004522,1.70E-06,~:0(<method 'interval' of 'PySide6.QtCore.QTimer' objects>)
81,0.0001358,1.68E-06,0.0004516,5.58E-06,inspect.py:919(getfile)
272,0.0003172,1.17E-06,0.0004511,1.66E-06,enum.py:932(_check_for_existing_members_)
91,0.000286,3.14E-06,0.0004476,4.92E-06,<frozen ntpath>:99(join)
42,3.65E-05,8.69E-07,0.0004476,1.07E-05,<frozen importlib._bootstrap_external>:169(_path_isdir)
911,0.0003166,3.48E-07,0.0004434,4.87E-07,<frozen importlib._bootstrap>:1222(__enter__)
128,0.0002813,2.20E-06,0.0004397,3.44E-06,feature.py:88(feature_import)
1,1.18E-05,1.18E-05,0.0004386,0.0004386,config-3.py:1(<module>)
26,0.0001292,4.97E-06,0.0004382,1.69E-05,<frozen importlib._bootstrap_external>:1598(__init__)
4183,0.0004354,1.04E-07,0.0004354,1.04E-07,enum.py:248(__init__)
2087,0.0004317,2.07E-07,0.0004317,2.07E-07,~:0(<method 'find' of 'bytearray' objects>)
911,0.0002924,3.21E-07,0.0004308,4.73E-07,<frozen importlib._bootstrap>:1226(__exit__)
1,5.24E-05,5.24E-05,0.0004308,0.0004308,_nanfunctions_impl.py:1(<module>)
1,3.43E-05,3.43E-05,0.0004303,0.0004303,add_camera.py:452(get_camera_data)
1,2.68E-05,2.68E-05,0.000429,0.000429,signal.py:1(<module>)
536,0.0002456,4.58E-07,0.0004262,7.95E-07,<frozen importlib._bootstrap>:173(__exit__)
70,0.0001261,1.80E-06,0.0004228,6.04E-06,inspect.py:764(unwrap)
58,0.0001272,2.19E-06,0.0004045,6.97E-06,<frozen ntpath>:243(splitext)
4,5.69E-05,1.42E-05,0.0004033,0.0001008,main_window.py:950(update_clock)
215,0.0001538,7.15E-07,0.0003972,1.85E-06,<frozen importlib._bootstrap>:1128(find_spec)
1,1.51E-05,1.51E-05,0.0003966,0.0003966,signature_bootstrap.py:88(find_incarnated_files)
243,0.0003126,1.29E-06,0.0003965,1.63E-06,<frozen importlib._bootstrap>:232(__init__)
2199,0.0003943,1.79E-07,0.0003943,1.79E-07,<frozen importlib._bootstrap>:491(_verbose_message)
1,0.0001201,0.0001201,0.0003937,0.0003937,camera_detail.py:152(__init__)
181,0.0003932,2.17E-06,0.0003932,2.17E-06,~:0(<built-in method _winapi.LCMapStringEx>)
1,8.15E-05,8.15E-05,0.0003913,0.0003913,arrayprint.py:1(<module>)
2,0.0002143,0.0001072,0.000389,0.0001945,log.py:8(setup)
1,6.05E-05,6.05E-05,0.0003888,0.0003888,_shape_base_impl.py:1(<module>)
59,5.45E-05,9.24E-07,0.0003861,6.54E-06,__init__.py:682(formatMessage)
1293,0.0003748,2.90E-07,0.0003748,2.90E-07,~:0(<method '__exit__' of '_thread.RLock' objects>)
50,0.0002142,4.28E-06,0.0003726,7.45E-06,typing.py:395(_flatten_literal_params)
14,0.0001624,1.16E-05,0.0003622,2.59E-05,threading.py:869(__init__)
